index,degree_topic,degree_level,related_skill,is_degree_related_to_skill,cluster_ignore,weight_y_ignore,source_ignore,tfidf,ans1,ans12,textrank
18,Architecture,Master,Architectural Design,1.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0896864638541139, Yes, Yes.,0.11019292403336775
19,Architecture,Master,Climate Change,0.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0462955488896065," No, a Master's degree in Architecture does not typically teach Climate Change. However, some universities may offer courses related to Climate Change as part of their Architecture program.", Maybe,0.07200327260981183
20,Architecture,Master,Private Property,1.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.115187418719904," No, a Master's degree in Architecture does not typically teach Private Property.", No.,0.08204081631840152
21,Architecture,Master,Data Collection,0.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.039348060181199, No, Maybe,0.07200327260981183
22,Architecture,Master,Measurement and Metrology,1.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0496647227328616, No. Master Architecture degrees typically do not teach Measurement and Metrology., Maybe,
23,Architecture,Master,Physics,1.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.042526832101303, No, No,
24,Architecture,Master,Sustainable Design,1.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0896864638541139, Yes. Many master's degree programs in architecture offer courses in sustainable design., Yes.,0.11019292403336775
25,Architecture,Master,Biology,0.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0365992926448595, No, No,0.045238412133457286
26,Architecture,Master,Design Methods,1.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0607530638352421," No. Master Architecture degrees typically focus on the history, theory, and practice of architecture, rather than design methods.", Yes.,0.11973489318159199
27,Architecture,Master,Conceptual Design,1.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0896864638541139," No. Master Architecture degrees typically focus on the technical aspects of architecture, such as building design, construction, and engineering. Conceptual design is usually taught at the undergraduate level.", Yes.,0.11019292403336775
28,Architecture,Master,Program Evaluations,0.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0600629716462942," No, a Master's degree in Architecture does not typically teach Program Evaluations.", Maybe,0.07200327260981183
29,Architecture,Master,3D Computer Graphics,1.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0845707651514212," No, a Master Architecture degree does not typically teach 3D Computer Graphics.", Maybe,0.08813884200853768
30,Architecture,Master,3d Models,1.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0600629716462942, No, Maybe,0.07200327260981183
31,Architecture,Master,Cinema 4D,0.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.115187418719904, No, No,
32,Architecture,Master,Creation of Textures,0.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0663764140348236," No, a Master Architecture degree does not typically teach the creation of textures. However, some programs may offer courses in computer-aided design (CAD) software that could include instruction in creating textures.", Maybe,
33,Architecture,Master,Photography Skills,0.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0663764140348236, No, No,0.0909775786546142
34,Architecture,Master,Logic Synthesis of Circuits,0.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0755769192624195," No. Master Architecture degrees typically focus on the design of computer systems, not the synthesis of circuits.", Maybe,
35,Architecture,Master,Digital Modeling and Fabrication,1.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0869683295365152," No, a Master Architecture degree does not typically teach Digital Modeling and Fabrication. However, some universities may offer courses in this area as part of their architecture program.", Yes.,
36,Architecture,Master,Robotics Design and Production,0.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0518094171579, No. Master Architecture degrees typically do not teach Robotics Design and Production., Maybe,
37,Architecture,Master,Technical Skills,0.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0716247240860829," No. A Master's degree in Architecture typically focuses on the theoretical and design aspects of architecture, rather than technical skills.", Maybe,0.0909775786546142
38,Architecture,Master,Scheduling,0.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0462955488896065," No, a Master's degree in Architecture does not typically teach Scheduling.", Maybe,0.045238412133457286
39,Architecture,Master,ArchiCAD,0.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.1069338642315098, No, Maybe,0.045238412133457286
40,Architecture,Master,Autodesk Revit,0.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.1010778741282096," No, a Master Architecture degree does not typically teach Autodesk Revit. However, some universities may offer courses that cover Autodesk Revit as part of their architecture curriculum.", Maybe,0.07200327260981183
41,Architecture,Master,Building Information Modeling,1.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.1010778741282096, No, Yes,0.09057224215032583
42,Architecture,Master,Maquette,1.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.1069338642315098," No, a master's degree in architecture does not typically teach maquette. Maquette is a type of model-making, and is usually taught in a studio or workshop setting.", Maybe,0.045238412133457286
43,Architecture,Master,Mapping,1.0,65.0,4.0,Master Cycle - Architecture - EPFL,0.0965356153180771," No, a Master Architecture degree does not typically teach mapping.", No.,0.045238412133457286
44,Architecture,Master,Agriculture,0.0,65.0,2.0,Master Cycle - Architecture - EPFL,0.0824260707263828, No, No,0.045238412133457286
45,Architecture,Master,Insurance Claim Processing,0.0,65.0,2.0,Master Cycle - Architecture - EPFL,0.0513620195876253, No, No,0.08813884200853768
46,Architecture,Master,Contemporary Art,0.0,65.0,2.0,Master Cycle - Architecture - EPFL,0.0741725162379886, No, No.,0.07200327260981183
47,Architecture,Master,Ethical Codes,0.0,65.0,2.0,Master Cycle - Architecture - EPFL,0.0673233647740253, No, Maybe,0.07200327260981183
48,Architecture,Master,Intellectual Property,0.0,65.0,2.0,Master Cycle - Architecture - EPFL,0.0654715641793197, No. Master's degrees in architecture typically do not include courses on intellectual property., Maybe,0.08204081631840152
49,Architecture,Master,Punctuation,0.0,65.0,2.0,Master Cycle - Architecture - EPFL,0.1069338642315098, No, No.,0.045238412133457286
0,Economics,Bachelor,Google Analytics,0.0,145.0,10.0,Bachelor Economics and management - Catalogue des formations,0.1735467888598772, No, No,0.09304287570771505
1,Economics,Bachelor,Site Maps,0.0,145.0,9.0,Bachelor Economics and management - Catalogue des formations,0.1759452925277127, No, No.,0.09304287570771505
2,Economics,Bachelor,Search Engines,0.0,145.0,9.0,Bachelor Economics and management - Catalogue des formations,0.1557277902100698, No, No.,0.09304287570771505
3,Economics,Master,Public Health,0.0,145.0,2.0,Master&#39;s Programme in Economics,0.1712503806775812," No. Master's degrees in economics typically focus on economic theory and analysis, while public health is a field of study that focuses on the health of populations.", No.,0.08582572154245413
4,Economics,Master,Public Relations,1.0,145.0,2.0,Master&#39;s Programme in Economics,0.1669314804397664," No. Master's degrees in economics typically focus on economic theory, quantitative analysis, and economic policy. Public relations is not typically included in the curriculum.", No,0.08582572154245413
5,Economics,Master,Economy,1.0,145.0,2.0,Master&#39;s Programme in Economics,0.0734590481543909," Yes. Master's degree programs in economics typically teach students about the principles of economics, macroeconomics, microeconomics, international economics, and other related topics.", Yes.,0.05845735097564718
6,Economics,Master,IBM System I,0.0,145.0,1.0,Master&#39;s Programme in Economics,0.2241734241029165, No. Master's degrees in economics typically do not teach IBM System I., No,
7,Economics,Master,Consulting,1.0,145.0,1.0,Master&#39;s Programme in Economics,0.1017610498727813," No, a Master's degree in Economics does not typically teach Consulting. However, some universities may offer courses related to Consulting as part of their Economics curriculum.", Maybe,
8,Economics,Master,Infrastructure Management,1.0,145.0,1.0,Master&#39;s Programme in Economics,0.1218096711511204, No, No,0.1280722849410907
9,Economics,Master,Administrative Operations,1.0,145.0,1.0,Master&#39;s Programme in Economics,0.1017610498727813, No, Maybe,0.09304287570771505
10,Economics,Master,Adobe InDesign,0.0,145.0,1.0,Master&#39;s Programme in Economics,0.1810879865992571, No, No,0.09304287570771505
11,Economics,Master,Business Development,1.0,145.0,1.0,Master&#39;s Programme in Economics,0.1784553938527221," No. A Master's degree in Economics typically focuses on economic theory and analysis, not business development.", Maybe,0.09102672155417348
12,Economics,Bachelor,Distance Learning,0.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.2679291490835419, Yes, Yes,0.09304287570771505
13,Economics,Bachelor,Cultural Activities,0.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1669314804397664, No, No.,0.09304287570771505
14,Economics,Bachelor,Geology,0.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1810879865992571, No, No,0.05845735097564718
15,Economics,Bachelor,Physics,0.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1127267271536413, No, No,0.05845735097564718
16,Economics,Bachelor,Performance Management,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1690477300306204, No, Yes,0.1280722849410907
17,Economics,Bachelor,Business Intelligence,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.2558888925149052, No, Maybe,0.09102672155417348
18,Economics,Bachelor,Strategic Management,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.2043319333975905," No. Strategic management is typically taught in business or management degree programs, not economics degree programs.", Maybe,0.1280722849410907
19,Economics,Bachelor,Entrepreneurship,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1166669770795759," No, a Bachelor's degree in Economics does not typically teach Entrepreneurship. However, some universities may offer courses in Entrepreneurship as part of their Economics curriculum.", Maybe,0.05845735097564718
20,Economics,Bachelor,Forecasting Skills,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1274946556969557, Yes, Yes,0.09304287570771505
21,Economics,Bachelor,Foreign Languages,0.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1966105770667685, No, No,0.09304287570771505
22,Economics,Bachelor,International Financial Economics,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.2184884395570812, Yes, Yes,0.10686182269619487
23,Economics,Bachelor,Innovation Management,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1898570932881529, No. A Bachelor's degree in Economics does not typically teach Innovation Management., Maybe,0.1280722849410907
24,Economics,Bachelor,International Business,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.2305286961257179, Yes, Yes,0.0819792251576194
25,Economics,Bachelor,International Sales,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1669314804397664," No. A Bachelor's degree in Economics typically does not teach International Sales. However, some universities may offer courses in International Sales as part of their Economics curriculum.", Maybe,0.0819792251576194
26,Economics,Bachelor,Knowledge of Purchasing Processes,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.2241734241029165, No, Maybe,
27,Economics,Bachelor,Services Marketing,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.305329602041366, No. Services marketing is not typically taught in a Bachelor's degree in Economics., Maybe,0.09304287570771505
28,Economics,Bachelor,Knowledge of Sociology,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1436875336414331, No, Maybe,
29,Economics,Bachelor,Target Market Selection,1.0,145.0,1.0,Bachelor Economics and management - Catalogue des formations,0.1524566403303289, No, Maybe,0.11389305413466233
0,Mathematics,Master,Knowledge of Mathematics,1.0,44.0,42.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0295547808617492, Yes., Yes.,
1,Mathematics,Master,Economy,0.0,44.0,35.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0206857381637092," No, a Master's degree in Mathematics does not typically teach Economy.", No.,0.04806265570566213
2,Mathematics,Master,Knowledge of Statistics,1.0,44.0,27.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0244159151198953, Yes., Yes.,
3,Mathematics,Master,Numerical Analysis,1.0,44.0,21.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0373782456621558, Yes, Yes,0.0966588467096908
4,Mathematics,Master,Linear Algebra,1.0,44.0,14.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0393629115874648, Yes, Yes,0.07056490362880656
5,Mathematics,Master,Simulations,0.0,44.0,11.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0299299647415151, No. A Master's degree in Mathematics typically does not teach simulations., Maybe,0.04806265570566213
6,Mathematics,Master,Algorithms,1.0,44.0,10.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0335597302297164, Yes, Maybe,0.04806265570566213
7,Mathematics,Master,Physics,0.0,44.0,9.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.031743340276493, No. A Master's degree in Mathematics does not typically teach Physics., Maybe,0.04806265570566213
8,Mathematics,Master,Probability Theories,1.0,44.0,9.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0470071554480244, Yes., Yes.,0.07649909168587367
9,Mathematics,Master,Differential Equations,1.0,44.0,9.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0438522465786402, Yes, Yes,0.1112845390624952
10,Mathematics,Master,Algebra,1.0,44.0,8.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0476030818318438, Yes, Yes,0.05737431876440526
11,Mathematics,Master,Dynamical Systems,1.0,44.0,7.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0433846966082524," No, a Master's degree in Mathematics typically does not teach Dynamical Systems.", Yes,0.09597893590117959
12,Mathematics,Master,Partial Differential Equation,1.0,44.0,7.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0517729233236775, Yes, Yes,0.11473237346339459
13,Mathematics,Master,Geometry,1.0,44.0,6.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0470071554480244, Yes, Yes,0.04806265570566213
14,Mathematics,Master,Computer Programming,0.0,44.0,5.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0326244088237203, No. A Master's degree in Mathematics typically does not teach Computer Programming., Maybe,0.07649909168587367
15,Mathematics,Master,Mathematical Modeling,1.0,44.0,5.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.041646325697392," No. A Master's degree in Mathematics typically does not teach Mathematical Modeling. However, some universities may offer courses in Mathematical Modeling as part of a Master's degree in Mathematics.", Yes,0.07056490362880656
16,Mathematics,Master,Integral Calculus,1.0,44.0,5.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0615253636689689, Yes, Yes,0.09841979329735669
17,Mathematics,Master,Stochastic Differential Equation,1.0,44.0,4.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0615253636689689, Yes, Yes,0.11473237346339459
18,Mathematics,Master,Biology,0.0,44.0,4.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0273188418440678, No., No,0.04806265570566213
19,Mathematics,Master,Machine Learning,0.0,44.0,4.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0315308308667162," No. A Master's degree in Mathematics typically does not teach Machine Learning. However, some universities may offer courses in Machine Learning as part of a Mathematics degree program.", Maybe,0.12473449600888493
20,Mathematics,Master,Topology,1.0,44.0,4.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0564129455841249, Yes, Yes.,0.04806265570566213
21,Mathematics,Master,Complex Networks,0.0,44.0,3.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0564129455841249, No. A Master's degree in Mathematics typically does not teach Complex Networks., Maybe,0.09597893590117959
22,Mathematics,Master,Knowledge of Finance,0.0,44.0,3.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0288311119449802, No. A Master's degree in Mathematics does not typically teach knowledge of finance., Maybe,
23,Mathematics,Master,Information Technology,0.0,44.0,3.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0281403486720757, No. A Master's degree in Mathematics does not typically teach Information Technology., No,0.07649909168587367
24,Mathematics,Master,Mathematical Analysis,1.0,44.0,3.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0649158458636094, Yes, Yes,0.0966588467096908
25,Mathematics,Master,Boundary Value Problem,1.0,44.0,3.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0517729233236775, Yes, Yes.,0.09364164116631901
26,Mathematics,Master,Combinatorics,1.0,44.0,3.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0424906637469998, Yes, Yes.,0.04806265570566213
27,Mathematics,Master,Knowledge of Medicine,0.0,44.0,3.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0356231226270893, No, No,
28,Mathematics,Master,Functional Analysis,1.0,44.0,2.0,Mathematics (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0543840462211248, Yes. Functional analysis is a branch of mathematics that is often taught in master's degree programs in mathematics., Yes.,0.0966588467096908
